freeze OK t1=5ae1bdb0e71a all=0eeb421b90d4 engine={'engine_image': 'quantconnect/lean@sha256:dc84a683464681b2e6c9579bc7655e16d4802380367c77004e40a6a504088bd7', 'lean_cli': 'lean 1.0.227', 'git_rev': 'b11f5d122f97867cc5ed6d1c49ddee57e4628667'}
jobs=2869 workers=6
[1075/2869] BANK2_BL-07_p14__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1076/2869] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1077/2869] BANK2_BL-07_p14__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1078/2869] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1079/2869] BANK2_BL-07_p14__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1080/2869] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1081/2869] BANK2_BL-07_p14__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1082/2869] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1083/2869] BANK2_BL-07_p14__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1084/2869] BANK2_BL-07_p14__OAT_a_exec-set_holdings: cached
[1085/2869] BANK2_BL-07_p14__OAT_cross_timing-today_ma: cached
[1086/2869] BANK2_BL-07_p14__SPOT_all_excluded_off: cached
[1087/2869] BANK2_BL-07_p21__ref: cached
[1088/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1089/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1090/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1091/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1092/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1093/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1094/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1095/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1096/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1097/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1098/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1099/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1100/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1101/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1102/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1103/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1104/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1105/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1106/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1107/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1108/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1109/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1110/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1111/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1112/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1113/2869] BANK2_CROSS_au_wait__T_cross_-both_d_input_-adjust_warmup-ready_: ok fills=261 (35.4s)
[1114/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1115/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1116/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1117/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1118/2869] BANK2_BL-07_p21__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1119/2869] BANK2_BL-07_p21__OAT_a_exec-set_holdings: cached
[1120/2869] BANK2_BL-07_p21__OAT_cross_timing-today_ma: cached
[1121/2869] BANK2_BL-07_p21__SPOT_all_excluded_off: cached
[1122/2869] BANK2_BL-08_t50__ref: cached
[1123/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1124/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1125/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1126/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1127/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1128/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1129/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1130/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1131/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1132/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1133/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1134/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1135/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1136/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1137/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1138/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1139/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1140/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1141/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1142/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1143/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1144/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1145/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1146/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1147/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1148/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1149/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1150/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1151/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1152/2869] BANK2_BL-08_t50__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1153/2869] BANK2_BL-08_t50__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1154/2869] BANK2_BL-08_t50__OAT_a_exec-set_holdings: cached
[1155/2869] BANK2_BL-08_t50__OAT_cross_timing-today_ma: cached
[1156/2869] BANK2_BL-08_t50__SPOT_all_excluded_off: cached
[1157/2869] BANK2_BL-08_t60__ref: cached
[1158/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1159/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1160/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1161/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1162/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1163/2869] BANK2_BL-03_pct20__OAT_rsi_smoothing-simple: ok fills=320 (37.9s)
[1164/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1165/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1166/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1167/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1168/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1169/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1170/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1171/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1172/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1173/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1174/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1175/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1176/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1177/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1178/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1179/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1180/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1181/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1182/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1183/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1184/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1185/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1186/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1187/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1188/2869] BANK2_BL-08_t60__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1189/2869] BANK2_BL-08_t60__OAT_a_exec-set_holdings: cached
[1190/2869] BANK2_BL-08_t60__OAT_cross_timing-today_ma: cached
[1191/2869] BANK2_BL-08_t60__SPOT_all_excluded_off: cached
[1192/2869] BANK2_BL-08_t70__ref: cached
[1193/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1194/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1195/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1196/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1197/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1198/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1199/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1200/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1201/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1202/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1203/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1204/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1205/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1206/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1207/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1208/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1209/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1210/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1211/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1212/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1213/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1214/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1215/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1216/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1217/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1218/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1219/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1220/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1221/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1222/2869] BANK2_BL-08_t70__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1223/2869] BANK2_BL-08_t70__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1224/2869] BANK2_BL-08_t70__OAT_a_exec-set_holdings: cached
[1225/2869] BANK2_BL-08_t70__OAT_cross_timing-today_ma: cached
[1226/2869] BANK2_BL-08_t70__SPOT_all_excluded_off: cached
[1227/2869] BANK2_BL-08_t80__ref: cached
[1228/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1229/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1230/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1231/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1232/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1233/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1234/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1235/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1236/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1237/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1238/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1239/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1240/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1241/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1242/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1243/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1244/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1245/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1246/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1247/2869] BANK2_BL-03_pct40__T_a_exec-calc_s_cross_-both_d_input_-raw_warmup-strict: ok fills=280 (40.9s)
[1248/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1249/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1250/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1251/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1252/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1253/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1254/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1255/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1256/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1257/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1258/2869] BANK2_BL-08_t80__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1259/2869] BANK2_BL-08_t80__OAT_a_exec-set_holdings: cached
[1260/2869] BANK2_BL-08_t80__OAT_cross_timing-today_ma: cached
[1261/2869] BANK2_BL-08_t80__SPOT_all_excluded_off: cached
[1262/2869] BANK2_BL-09_all__ref: cached
[1263/2869] BANK2_BL-05_d4__ref: ok fills=194 (39.3s)
[1264/2869] BANK2_BL-08_t60__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: exit=1 fills=None (7.8s)
[1265/2869] BANK2_BL-07_p21__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=228 (40.6s)
[1266/2869] BANK2_BL-04_prev_close__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=290 (44.5s)
[1267/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=280 (39.8s)
[1268/2869] BANK2_BL-08_t80__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=192 (43.8s)
[1269/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=266 (42.1s)
[1270/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=278 (41.7s)
[1271/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=266 (42.4s)
[1272/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: exit=1 fills=None (7.8s)
[1273/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=262 (43.2s)
[1274/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=276 (42.8s)
[1275/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=270 (43.0s)
[1276/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=266 (45.7s)
[1277/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=280 (45.3s)
[1278/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=278 (46.4s)
[1279/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=266 (46.9s)
[1280/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=262 (39.5s)
[1281/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=278 (38.0s)
[1282/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=276 (37.0s)
[1283/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=266 (37.2s)
[1284/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: exit=1 fills=None (6.7s)
